longitude,latitude,year,month,day,hour,PV_power,WS10m
-4.48333,48.400002,2022,11,19,05,0.0,3.24
-4.48333,48.400002,2022,11,19,06,0.0,3.1
-4.48333,48.400002,2022,11,19,07,0.0,3.31
-4.48333,48.400002,2022,11,19,08,13.11,2.97
-4.48333,48.400002,2022,11,19,09,122.41,2.41
-4.48333,48.400002,2022,11,19,10,245.66,1.72
-4.48333,48.400002,2022,11,19,11,324.32,1.86
-4.48333,48.400002,2022,11,19,12,244.72,2.9
-4.48333,48.400002,2022,11,19,13,216.71,3.93
-4.48333,48.400002,2022,11,19,14,68.12,3.93
-4.48333,48.400002,2022,11,19,15,26.56,3.59
-4.48333,48.400002,2022,11,19,16,0.0,3.66
-4.48333,48.400002,2022,11,19,17,0.0,4.0
-4.48333,48.400002,2022,11,19,18,0.0,4.34
-4.48333,48.400002,2022,11,19,19,0.0,5.1
-4.48333,48.400002,2022,11,19,20,0.0,5.79
-4.48333,48.400002,2022,11,19,21,0.0,6.28
-4.48333,48.400002,2022,11,19,22,0.0,6.83
-4.48333,48.400002,2022,11,19,23,0.0,7.45
-4.48333,48.400002,2022,11,20,00,0.0,7.52
-4.48333,48.400002,2022,11,20,01,0.0,5.79
-4.48333,48.400002,2022,11,20,02,0.0,6.76
-4.48333,48.400002,2022,11,20,03,0.0,7.24
-4.48333,48.400002,2022,11,20,04,0.0,6.55
-4.48333,48.400002,2022,11,20,05,0.0,6.48
-4.48333,48.400002,2022,11,20,06,0.0,6.55
-4.48333,48.400002,2022,11,20,07,0.0,6.34
-4.48333,48.400002,2022,11,20,08,15.35,6.83
-4.48333,48.400002,2022,11,20,09,123.62,7.52
-4.48333,48.400002,2022,11,20,10,232.89,7.45
-4.48333,48.400002,2022,11,20,11,289.29,7.86
-4.48333,48.400002,2022,11,20,12,313.31,8.07
-4.48333,48.400002,2022,11,20,13,271.95,8.07
-4.48333,48.400002,2022,11,20,14,177.79,8.21
-4.48333,48.400002,2022,11,20,15,64.45,7.24
-4.48333,48.400002,2022,11,20,16,2.82,6.48
-4.48333,48.400002,2022,11,20,17,0.0,5.31
-4.48333,48.400002,2022,11,20,18,0.0,4.34
-4.48333,48.400002,2022,11,20,19,0.0,3.59
-4.48333,48.400002,2022,11,20,20,0.0,3.17
-4.48333,48.400002,2022,11,20,21,0.0,3.24
-4.48333,48.400002,2022,11,20,22,0.0,2.9
-4.48333,48.400002,2022,11,20,23,0.0,2.62
-4.48333,48.400002,2022,11,21,00,0.0,4.34
-4.48333,48.400002,2022,11,21,01,0.0,6.48
-4.48333,48.400002,2022,11,21,02,0.0,7.45
-4.48333,48.400002,2022,11,21,03,0.0,8.48
-4.48333,48.400002,2022,11,21,04,0.0,9.38
-4.48333,48.400002,2022,11,21,05,0.0,9.86
-4.48333,48.400002,2022,11,21,06,0.0,10.21
-4.48333,48.400002,2022,11,21,07,0.0,11.03
-4.48333,48.400002,2022,11,21,08,8.18,9.59
-4.48333,48.400002,2022,11,21,09,110.43,13.17
-4.48333,48.400002,2022,11,21,10,219.19,12.62
-4.48333,48.400002,2022,11,21,11,308.64,12.07
-4.48333,48.400002,2022,11,21,12,247.9,11.45
-4.48333,48.400002,2022,11,21,13,215.2,11.79
-4.48333,48.400002,2022,11,21,14,189.25,10.76
-4.48333,48.400002,2022,11,21,15,96.54,10.34
-4.48333,48.400002,2022,11,21,16,4.15,10.14
-4.48333,48.400002,2022,11,21,17,0.0,10.69
-4.48333,48.400002,2022,11,21,18,0.0,10.41
-4.48333,48.400002,2022,11,21,19,0.0,10.41
-4.48333,48.400002,2022,11,21,20,0.0,10.69
-4.48333,48.400002,2022,11,21,21,0.0,10.55
-4.48333,48.400002,2022,11,21,22,0.0,9.72
-4.48333,48.400002,2022,11,21,23,0.0,10.34
-4.48333,48.400002,2022,11,22,00,0.0,11.59
-4.48333,48.400002,2022,11,22,01,0.0,11.31
-4.48333,48.400002,2022,11,22,02,0.0,12.0
-4.48333,48.400002,2022,11,22,03,0.0,11.86
-4.48333,48.400002,2022,11,22,04,0.0,11.66
-4.48333,48.400002,2022,11,22,05,0.0,11.93
-4.48333,48.400002,2022,11,22,06,0.0,11.66
-4.48333,48.400002,2022,11,22,07,0.0,10.76
-4.48333,48.400002,2022,11,22,08,12.19,11.03
-4.48333,48.400002,2022,11,22,09,105.0,11.03
-4.48333,48.400002,2022,11,22,10,205.53,11.17
-4.48333,48.400002,2022,11,22,11,283.47,11.17
-4.48333,48.400002,2022,11,22,12,238.41,10.62
-4.48333,48.400002,2022,11,22,13,230.31,10.0
-4.48333,48.400002,2022,11,22,14,181.56,8.69
-4.48333,48.400002,2022,11,22,15,70.8,7.52
-4.48333,48.400002,2022,11,22,16,2.79,6.28
-4.48333,48.400002,2022,11,22,17,0.0,4.97
-4.48333,48.400002,2022,11,22,18,0.0,4.28
-4.48333,48.400002,2022,11,22,19,0.0,3.52
-4.48333,48.400002,2022,11,22,20,0.0,3.93
-4.48333,48.400002,2022,11,22,21,0.0,4.69
-4.48333,48.400002,2022,11,22,22,0.0,5.17
-4.48333,48.400002,2022,11,22,23,0.0,6.28
-4.48333,48.400002,2022,11,23,00,0.0,7.17
-4.48333,48.400002,2022,11,23,01,0.0,7.45
-4.48333,48.400002,2022,11,23,02,0.0,6.62
-4.48333,48.400002,2022,11,23,03,0.0,8.14
-4.48333,48.400002,2022,11,23,04,0.0,10.34
-4.48333,48.400002,2022,11,23,05,0.0,10.62
-4.48333,48.400002,2022,11,23,06,0.0,9.86
-4.48333,48.400002,2022,11,23,07,0.0,9.79
-4.48333,48.400002,2022,11,23,08,4.05,10.0
-4.48333,48.400002,2022,11,23,09,80.71,10.48
-4.48333,48.400002,2022,11,23,10,210.1,11.24
-4.48333,48.400002,2022,11,23,11,292.75,10.55
-4.48333,48.400002,2022,11,23,12,94.72,9.79
-4.48333,48.400002,2022,11,23,13,223.85,10.69
-4.48333,48.400002,2022,11,23,14,9.74,11.59
-4.48333,48.400002,2022,11,23,15,3.39,11.79
-4.48333,48.400002,2022,11,23,16,0.6,11.52
-4.48333,48.400002,2022,11,23,17,0.0,10.48
-4.48333,48.400002,2022,11,23,18,0.0,10.34
-4.48333,48.400002,2022,11,23,19,0.0,11.31
-4.48333,48.400002,2022,11,23,20,0.0,11.45
-4.48333,48.400002,2022,11,23,21,0.0,11.1
-4.48333,48.400002,2022,11,23,22,0.0,10.34
-4.48333,48.400002,2022,11,23,23,0.0,9.24
-4.48333,48.400002,2022,11,24,00,0.0,8.55
-4.48333,48.400002,2022,11,24,01,0.0,8.07
-4.48333,48.400002,2022,11,24,02,0.0,7.66
-4.48333,48.400002,2022,11,24,03,0.0,6.76
-4.48333,48.400002,2022,11,24,04,0.0,6.14
-4.48333,48.400002,2022,11,24,05,0.0,6.9
-4.48333,48.400002,2022,11,24,06,0.0,8.14
-4.48333,48.400002,2022,11,24,07,0.0,9.38
-4.48333,48.400002,2022,11,24,08,1.61,9.86
-4.48333,48.400002,2022,11,24,09,31.64,10.55
-4.48333,48.400002,2022,11,24,10,60.69,11.17
-4.48333,48.400002,2022,11,24,11,22.82,12.97
-4.48333,48.400002,2022,11,24,12,256.2,11.38
-4.48333,48.400002,2022,11,24,13,268.36,8.55
-4.48333,48.400002,2022,11,24,14,135.39,7.52
-4.48333,48.400002,2022,11,24,15,60.03,7.45
-4.48333,48.400002,2022,11,24,16,0.0,7.17
-4.48333,48.400002,2022,11,24,17,0.0,7.24
-4.48333,48.400002,2022,11,24,18,0.0,8.83
-4.48333,48.400002,2022,11,24,19,0.0,8.41
-4.48333,48.400002,2022,11,24,20,0.0,7.66
-4.48333,48.400002,2022,11,24,21,0.0,7.93
-4.48333,48.400002,2022,11,24,22,0.0,7.93
-4.48333,48.400002,2022,11,24,23,0.0,7.86
-4.48333,48.400002,2022,11,25,00,0.0,7.59
-4.48333,48.400002,2022,11,25,01,0.0,7.66
-4.48333,48.400002,2022,11,25,02,0.0,8.41
-4.48333,48.400002,2022,11,25,03,0.0,7.93
-4.48333,48.400002,2022,11,25,04,0.0,7.45
-4.48333,48.400002,2022,11,25,05,0.0,6.55
-4.48333,48.400002,2022,11,25,06,0.0,5.59
-4.48333,48.400002,2022,11,25,07,0.0,5.24
-4.48333,48.400002,2022,11,25,08,8.31,4.55
-4.48333,48.400002,2022,11,25,09,111.51,4.34
-4.48333,48.400002,2022,11,25,10,213.32,4.62
-4.48333,48.400002,2022,11,25,11,175.82,5.03
-4.48333,48.400002,2022,11,25,12,280.64,5.31
-4.48333,48.400002,2022,11,25,13,192.68,5.38
-4.48333,48.400002,2022,11,25,14,160.15,4.83
-4.48333,48.400002,2022,11,25,15,12.03,4.34
-4.48333,48.400002,2022,11,25,16,1.09,4.0
-4.48333,48.400002,2022,11,25,17,0.0,3.52
-4.48333,48.400002,2022,11,25,18,0.0,3.1
-4.48333,48.400002,2022,11,25,19,0.0,2.9
-4.48333,48.400002,2022,11,25,20,0.0,3.24
-4.48333,48.400002,2022,11,25,21,0.0,3.52
-4.48333,48.400002,2022,11,25,22,0.0,4.07
-4.48333,48.400002,2022,11,25,23,0.0,4.28
-4.48333,48.400002,2022,11,26,00,0.0,4.55
-4.48333,48.400002,2022,11,26,01,0.0,4.76
-4.48333,48.400002,2022,11,26,02,0.0,5.24
-4.48333,48.400002,2022,11,26,03,0.0,5.72
-4.48333,48.400002,2022,11,26,04,0.0,6.28
-4.48333,48.400002,2022,11,26,05,0.0,6.55
-4.48333,48.400002,2022,11,26,06,0.0,7.03
-4.48333,48.400002,2022,11,26,07,0.0,7.24
-4.48333,48.400002,2022,11,26,08,1.08,7.86
-4.48333,48.400002,2022,11,26,09,23.72,8.34
-4.48333,48.400002,2022,11,26,10,27.21,8.62
-4.48333,48.400002,2022,11,26,11,38.98,8.83
-4.48333,48.400002,2022,11,26,12,189.0,9.59
-4.48333,48.400002,2022,11,26,13,118.9,9.72
-4.48333,48.400002,2022,11,26,14,37.2,10.14
-4.48333,48.400002,2022,11,26,15,18.55,10.14
-4.48333,48.400002,2022,11,26,16,0.0,10.21
-4.48333,48.400002,2022,11,26,17,0.0,10.07
-4.48333,48.400002,2022,11,26,18,0.0,9.93
-4.48333,48.400002,2022,11,26,19,0.0,10.62
-4.48333,48.400002,2022,11,26,20,0.0,10.34
-4.48333,48.400002,2022,11,26,21,0.0,10.07
-4.48333,48.400002,2022,11,26,22,0.0,9.24
-4.48333,48.400002,2022,11,26,23,0.0,7.79
-4.48333,48.400002,2022,11,27,00,0.0,6.0
-4.48333,48.400002,2022,11,27,01,0.0,4.69
-4.48333,48.400002,2022,11,27,02,0.0,3.79
-4.48333,48.400002,2022,11,27,03,0.0,3.45
-4.48333,48.400002,2022,11,27,04,0.0,2.76
-4.48333,48.400002,2022,11,27,05,0.0,2.55
-4.48333,48.400002,2022,11,27,06,0.0,2.55
-4.48333,48.400002,2022,11,27,07,0.0,1.93
-4.48333,48.400002,2022,11,27,08,0.0,2.21
-4.48333,48.400002,2022,11,27,09,6.74,2.97
-4.48333,48.400002,2022,11,27,10,50.27,3.72
-4.48333,48.400002,2022,11,27,11,48.44,4.55
-4.48333,48.400002,2022,11,27,12,36.33,5.38
-4.48333,48.400002,2022,11,27,13,74.58,5.03
-4.48333,48.400002,2022,11,27,14,73.21,4.55
-4.48333,48.400002,2022,11,27,15,25.48,4.21
-4.48333,48.400002,2022,11,27,16,0.0,4.34
-4.48333,48.400002,2022,11,27,17,0.0,4.76
-4.48333,48.400002,2022,11,27,18,0.0,4.97
-4.48333,48.400002,2022,11,27,19,0.0,4.83
-4.48333,48.400002,2022,11,27,20,0.0,6.07
-4.48333,48.400002,2022,11,27,21,0.0,6.21
-4.48333,48.400002,2022,11,27,22,0.0,6.28
-4.48333,48.400002,2022,11,27,23,0.0,6.55
-4.48333,48.400002,2022,11,28,00,0.0,6.34
-4.48333,48.400002,2022,11,28,01,0.0,7.1
-4.48333,48.400002,2022,11,28,02,0.0,7.79
-4.48333,48.400002,2022,11,28,03,0.0,7.38
-4.48333,48.400002,2022,11,28,04,0.0,8.07
-4.48333,48.400002,2022,11,28,05,0.0,7.72
-4.48333,48.400002,2022,11,28,06,0.0,7.79
-4.48333,48.400002,2022,11,28,07,0.0,7.31
-4.48333,48.400002,2022,11,28,08,0.0,7.17
-4.48333,48.400002,2022,11,28,09,91.64,7.38
-4.48333,48.400002,2022,11,28,10,208.68,7.86
-4.48333,48.400002,2022,11,28,11,267.86,7.52
-4.48333,48.400002,2022,11,28,12,276.17,7.38
-4.48333,48.400002,2022,11,28,13,259.95,7.17
-4.48333,48.400002,2022,11,28,14,167.0,6.97
-4.48333,48.400002,2022,11,28,15,72.96,6.69
-4.48333,48.400002,2022,11,28,16,0.0,6.14
-4.48333,48.400002,2022,11,28,17,0.0,5.66
-4.48333,48.400002,2022,11,28,18,0.0,5.17
-4.48333,48.400002,2022,11,28,19,0.0,5.86
-4.48333,48.400002,2022,11,28,20,0.0,5.79
-4.48333,48.400002,2022,11,28,21,0.0,5.59
-4.48333,48.400002,2022,11,28,22,0.0,5.52
-4.48333,48.400002,2022,11,28,23,0.0,5.17
-4.48333,48.400002,2022,11,29,00,0.0,4.62
-4.48333,48.400002,2022,11,29,01,0.0,4.28
-4.48333,48.400002,2022,11,29,02,0.0,4.14
-4.48333,48.400002,2022,11,29,03,0.0,4.0
-4.48333,48.400002,2022,11,29,04,0.0,3.79
-4.48333,48.400002,2022,11,29,05,0.0,3.45
-4.48333,48.400002,2022,11,29,06,0.0,3.17
-4.48333,48.400002,2022,11,29,07,0.0,2.9
-4.48333,48.400002,2022,11,29,08,0.0,2.41
-4.48333,48.400002,2022,11,29,09,53.1,1.86
-4.48333,48.400002,2022,11,29,10,155.05,1.45
-4.48333,48.400002,2022,11,29,11,152.36,1.52
-4.48333,48.400002,2022,11,29,12,163.23,1.38
-4.48333,48.400002,2022,11,29,13,224.03,0.69
-4.48333,48.400002,2022,11,29,14,167.43,0.28
-4.48333,48.400002,2022,11,29,15,72.6,0.97
-4.48333,48.400002,2022,11,29,16,0.0,1.03
-4.48333,48.400002,2022,11,29,17,0.0,1.31
-4.48333,48.400002,2022,11,29,18,0.0,1.79
-4.48333,48.400002,2022,11,29,19,0.0,2.41
-4.48333,48.400002,2022,11,29,20,0.0,2.69
-4.48333,48.400002,2022,11,29,21,0.0,2.9
-4.48333,48.400002,2022,11,29,22,0.0,3.1
-4.48333,48.400002,2022,11,29,23,0.0,3.31
-4.48333,48.400002,2022,11,30,00,0.0,3.52
-4.48333,48.400002,2022,11,30,01,0.0,3.66
-4.48333,48.400002,2022,11,30,02,0.0,3.72
-4.48333,48.400002,2022,11,30,03,0.0,3.93
-4.48333,48.400002,2022,11,30,04,0.0,4.07
-4.48333,48.400002,2022,11,30,05,0.0,4.28
-4.48333,48.400002,2022,11,30,06,0.0,4.41
-4.48333,48.400002,2022,11,30,07,0.0,4.9
-4.48333,48.400002,2022,11,30,08,0.0,4.83
-4.48333,48.400002,2022,11,30,09,62.11,4.69
-4.48333,48.400002,2022,11,30,10,193.81,4.48
-4.48333,48.400002,2022,11,30,11,269.9,4.28
-4.48333,48.400002,2022,11,30,12,292.09,3.86
-4.48333,48.400002,2022,11,30,13,257.85,3.59
-4.48333,48.400002,2022,11,30,14,178.84,3.38
-4.48333,48.400002,2022,11,30,15,70.1,3.24
-4.48333,48.400002,2022,11,30,16,0.0,3.38
-4.48333,48.400002,2022,11,30,17,0.0,3.72
-4.48333,48.400002,2022,11,30,18,0.0,3.79
-4.48333,48.400002,2022,11,30,19,0.0,3.59
-4.48333,48.400002,2022,11,30,20,0.0,3.72
-4.48333,48.400002,2022,11,30,21,0.0,3.72
-4.48333,48.400002,2022,11,30,22,0.0,3.52
-4.48333,48.400002,2022,11,30,23,0.0,3.52
-4.48333,48.400002,2022,12,01,00,0.0,3.52
-4.48333,48.400002,2022,12,01,01,0.0,3.52
-4.48333,48.400002,2022,12,01,02,0.0,3.72
-4.48333,48.400002,2022,12,01,03,0.0,3.79
-4.48333,48.400002,2022,12,01,04,0.0,3.86
-4.48333,48.400002,2022,12,01,05,0.0,3.86
-4.48333,48.400002,2022,12,01,06,0.0,3.79
-4.48333,48.400002,2022,12,01,07,0.0,3.03
-4.48333,48.400002,2022,12,01,08,1.72,2.97
-4.48333,48.400002,2022,12,01,09,85.99,2.83
-4.48333,48.400002,2022,12,01,10,194.76,3.17
-4.48333,48.400002,2022,12,01,11,269.97,3.52
-4.48333,48.400002,2022,12,01,12,286.44,3.66
-4.48333,48.400002,2022,12,01,13,261.78,4.0
-4.48333,48.400002,2022,12,01,14,179.71,4.41
-4.48333,48.400002,2022,12,01,15,68.68,3.86
-4.48333,48.400002,2022,12,01,16,0.0,3.66
-4.48333,48.400002,2022,12,01,17,0.0,3.45
-4.48333,48.400002,2022,12,01,18,0.0,3.38
-4.48333,48.400002,2022,12,01,19,0.0,3.17
-4.48333,48.400002,2022,12,01,20,0.0,3.45
-4.48333,48.400002,2022,12,01,21,0.0,3.59
-4.48333,48.400002,2022,12,01,22,0.0,3.66
-4.48333,48.400002,2022,12,01,23,0.0,3.59
-4.48333,48.400002,2022,12,02,00,0.0,3.52
-4.48333,48.400002,2022,12,02,01,0.0,3.38
-4.48333,48.400002,2022,12,02,02,0.0,3.31
-4.48333,48.400002,2022,12,02,03,0.0,3.24
-4.48333,48.400002,2022,12,02,04,0.0,3.24
-4.48333,48.400002,2022,12,02,05,0.0,3.24
-4.48333,48.400002,2022,12,02,06,0.0,3.45
-4.48333,48.400002,2022,12,02,07,0.0,3.72
-4.48333,48.400002,2022,12,02,08,1.18,3.72
-4.48333,48.400002,2022,12,02,09,83.52,3.45
-4.48333,48.400002,2022,12,02,10,191.22,3.1
-4.48333,48.400002,2022,12,02,11,264.43,3.03
-4.48333,48.400002,2022,12,02,12,286.08,3.31
-4.48333,48.400002,2022,12,02,13,81.82,3.72
-4.48333,48.400002,2022,12,02,14,28.66,4.14
-4.48333,48.400002,2022,12,02,15,43.82,4.14
-4.48333,48.400002,2022,12,02,16,0.0,4.07
-4.48333,48.400002,2022,12,02,17,0.0,3.79
-4.48333,48.400002,2022,12,02,18,0.0,3.86
-4.48333,48.400002,2022,12,02,19,0.0,4.21
-4.48333,48.400002,2022,12,02,20,0.0,4.48
-4.48333,48.400002,2022,12,02,21,0.0,4.76
-4.48333,48.400002,2022,12,02,22,0.0,5.03
-4.48333,48.400002,2022,12,02,23,0.0,5.59
-4.48333,48.400002,2022,12,03,00,0.0,6.07
-4.48333,48.400002,2022,12,03,01,0.0,6.34
-4.48333,48.400002,2022,12,03,02,0.0,6.34
-4.48333,48.400002,2022,12,03,03,0.0,6.21
-4.48333,48.400002,2022,12,03,04,0.0,6.0
-4.48333,48.400002,2022,12,03,05,0.0,6.0
-4.48333,48.400002,2022,12,03,06,0.0,6.21
-4.48333,48.400002,2022,12,03,07,0.0,5.38
-4.48333,48.400002,2022,12,03,08,0.18,5.45
-4.48333,48.400002,2022,12,03,09,86.93,5.38
-4.48333,48.400002,2022,12,03,10,74.24,5.24
-4.48333,48.400002,2022,12,03,11,42.96,6.55
-4.48333,48.400002,2022,12,03,12,92.5,6.21
-4.48333,48.400002,2022,12,03,13,41.95,6.34
-4.48333,48.400002,2022,12,03,14,27.06,6.28
-4.48333,48.400002,2022,12,03,15,44.79,5.66
-4.48333,48.400002,2022,12,03,16,0.0,5.59
-4.48333,48.400002,2022,12,03,17,0.0,5.1
-4.48333,48.400002,2022,12,03,18,0.0,4.69
-4.48333,48.400002,2022,12,03,19,0.0,4.14
-4.48333,48.400002,2022,12,03,20,0.0,3.93
-4.48333,48.400002,2022,12,03,21,0.0,3.79
-4.48333,48.400002,2022,12,03,22,0.0,3.59
-4.48333,48.400002,2022,12,03,23,0.0,3.59
-4.48333,48.400002,2022,12,04,00,0.0,3.59
-4.48333,48.400002,2022,12,04,01,0.0,3.31
-4.48333,48.400002,2022,12,04,02,0.0,3.1
-4.48333,48.400002,2022,12,04,03,0.0,3.1
-4.48333,48.400002,2022,12,04,04,0.0,3.24
-4.48333,48.400002,2022,12,04,05,0.0,3.24
-4.48333,48.400002,2022,12,04,06,0.0,3.1
-4.48333,48.400002,2022,12,04,07,0.0,2.62
-4.48333,48.400002,2022,12,04,08,0.0,2.62
-4.48333,48.400002,2022,12,04,09,27.31,2.69
-4.48333,48.400002,2022,12,04,10,54.0,2.97
-4.48333,48.400002,2022,12,04,11,69.8,3.24
-4.48333,48.400002,2022,12,04,12,47.92,3.52
-4.48333,48.400002,2022,12,04,13,95.43,3.17
-4.48333,48.400002,2022,12,04,14,38.18,2.83
-4.48333,48.400002,2022,12,04,15,3.51,2.9
-4.48333,48.400002,2022,12,04,16,0.0,2.69
-4.48333,48.400002,2022,12,04,17,0.0,2.76
-4.48333,48.400002,2022,12,04,18,0.0,2.97
-4.48333,48.400002,2022,12,04,19,0.0,3.38
-4.48333,48.400002,2022,12,04,20,0.0,3.17
-4.48333,48.400002,2022,12,04,21,0.0,2.97
-4.48333,48.400002,2022,12,04,22,0.0,3.1
-4.48333,48.400002,2022,12,04,23,0.0,3.45
-4.48333,48.400002,2022,12,05,00,0.0,3.52
-4.48333,48.400002,2022,12,05,01,0.0,3.52
-4.48333,48.400002,2022,12,05,02,0.0,3.38
-4.48333,48.400002,2022,12,05,03,0.0,3.45
-4.48333,48.400002,2022,12,05,04,0.0,3.59
-4.48333,48.400002,2022,12,05,05,0.0,3.59
-4.48333,48.400002,2022,12,05,06,0.0,3.59
-4.48333,48.400002,2022,12,05,07,0.0,3.86
-4.48333,48.400002,2022,12,05,08,0.19,4.14
-4.48333,48.400002,2022,12,05,09,76.54,4.34
-4.48333,48.400002,2022,12,05,10,135.49,4.62
-4.48333,48.400002,2022,12,05,11,248.21,4.62
-4.48333,48.400002,2022,12,05,12,254.56,4.55
-4.48333,48.400002,2022,12,05,13,200.05,4.48
-4.48333,48.400002,2022,12,05,14,161.14,4.34
-4.48333,48.400002,2022,12,05,15,68.81,4.55
-4.48333,48.400002,2022,12,05,16,0.0,4.62
-4.48333,48.400002,2022,12,05,17,0.0,4.83
-4.48333,48.400002,2022,12,05,18,0.0,4.9
-4.48333,48.400002,2022,12,05,19,0.0,5.1
-4.48333,48.400002,2022,12,05,20,0.0,4.83
-4.48333,48.400002,2022,12,05,21,0.0,4.62
-4.48333,48.400002,2022,12,05,22,0.0,4.28
-4.48333,48.400002,2022,12,05,23,0.0,3.93
-4.48333,48.400002,2022,12,06,00,0.0,3.79
-4.48333,48.400002,2022,12,06,01,0.0,3.93
-4.48333,48.400002,2022,12,06,02,0.0,3.93
-4.48333,48.400002,2022,12,06,03,0.0,3.93
-4.48333,48.400002,2022,12,06,04,0.0,4.0
-4.48333,48.400002,2022,12,06,05,0.0,4.07
-4.48333,48.400002,2022,12,06,06,0.0,4.0
-4.48333,48.400002,2022,12,06,07,0.0,4.34
-4.48333,48.400002,2022,12,06,08,0.0,4.41
-4.48333,48.400002,2022,12,06,09,75.68,4.34
-4.48333,48.400002,2022,12,06,10,181.69,4.34
-4.48333,48.400002,2022,12,06,11,257.01,4.21
-4.48333,48.400002,2022,12,06,12,284.97,4.14
-4.48333,48.400002,2022,12,06,13,254.1,4.14
-4.48333,48.400002,2022,12,06,14,169.9,4.41
-4.48333,48.400002,2022,12,06,15,66.97,4.48
-4.48333,48.400002,2022,12,06,16,0.0,4.55
-4.48333,48.400002,2022,12,06,17,0.0,4.48
-4.48333,48.400002,2022,12,06,18,0.0,4.48
-4.48333,48.400002,2022,12,06,19,0.0,4.14
-4.48333,48.400002,2022,12,06,20,0.0,4.07
-4.48333,48.400002,2022,12,06,21,0.0,3.93
-4.48333,48.400002,2022,12,06,22,0.0,3.79
-4.48333,48.400002,2022,12,06,23,0.0,3.66
-4.48333,48.400002,2022,12,07,00,0.0,3.52
-4.48333,48.400002,2022,12,07,01,0.0,3.38
-4.48333,48.400002,2022,12,07,02,0.0,3.31
-4.48333,48.400002,2022,12,07,03,0.0,3.38
-4.48333,48.400002,2022,12,07,04,0.0,3.38
-4.48333,48.400002,2022,12,07,05,0.0,3.38
-4.48333,48.400002,2022,12,07,06,0.0,3.38
-4.48333,48.400002,2022,12,07,07,0.0,3.03
-4.48333,48.400002,2022,12,07,08,0.0,2.9
-4.48333,48.400002,2022,12,07,09,36.13,2.76
-4.48333,48.400002,2022,12,07,10,128.84,2.48
-4.48333,48.400002,2022,12,07,11,176.18,2.41
-4.48333,48.400002,2022,12,07,12,148.09,2.14
-4.48333,48.400002,2022,12,07,13,166.15,1.79
-4.48333,48.400002,2022,12,07,14,77.21,2.0
-4.48333,48.400002,2022,12,07,15,47.83,2.07
-4.48333,48.400002,2022,12,07,16,0.0,2.41
-4.48333,48.400002,2022,12,07,17,0.0,2.9
-4.48333,48.400002,2022,12,07,18,0.0,3.17
-4.48333,48.400002,2022,12,07,19,0.0,3.17
-4.48333,48.400002,2022,12,07,20,0.0,2.97
-4.48333,48.400002,2022,12,07,21,0.0,2.83
-4.48333,48.400002,2022,12,07,22,0.0,2.76
-4.48333,48.400002,2022,12,07,23,0.0,2.62
-4.48333,48.400002,2022,12,08,00,0.0,2.55
-4.48333,48.400002,2022,12,08,01,0.0,2.48
-4.48333,48.400002,2022,12,08,02,0.0,2.62
-4.48333,48.400002,2022,12,08,03,0.0,2.83
-4.48333,48.400002,2022,12,08,04,0.0,2.83
-4.48333,48.400002,2022,12,08,05,0.0,2.83
-4.48333,48.400002,2022,12,08,06,0.0,3.03
-4.48333,48.400002,2022,12,08,07,0.0,3.38
-4.48333,48.400002,2022,12,08,08,0.0,3.59
-4.48333,48.400002,2022,12,08,09,69.9,4.07
-4.48333,48.400002,2022,12,08,10,152.7,4.28
-4.48333,48.400002,2022,12,08,11,249.69,4.69
-4.48333,48.400002,2022,12,08,12,156.0,4.9
-4.48333,48.400002,2022,12,08,13,242.7,4.76
-4.48333,48.400002,2022,12,08,14,170.35,4.69
-4.48333,48.400002,2022,12,08,15,66.39,4.69
-4.48333,48.400002,2022,12,08,16,0.0,4.83
-4.48333,48.400002,2022,12,08,17,0.0,5.03
-4.48333,48.400002,2022,12,08,18,0.0,5.03
-4.48333,48.400002,2022,12,08,19,0.0,4.41
-4.48333,48.400002,2022,12,08,20,0.0,4.14
-4.48333,48.400002,2022,12,08,21,0.0,3.79
-4.48333,48.400002,2022,12,08,22,0.0,3.59
-4.48333,48.400002,2022,12,08,23,0.0,3.45
-4.48333,48.400002,2022,12,09,00,0.0,3.24
-4.48333,48.400002,2022,12,09,01,0.0,3.17
-4.48333,48.400002,2022,12,09,02,0.0,3.17
-4.48333,48.400002,2022,12,09,03,0.0,3.17
-4.48333,48.400002,2022,12,09,04,0.0,3.1
-4.48333,48.400002,2022,12,09,05,0.0,3.1
-4.48333,48.400002,2022,12,09,06,0.0,3.24
-4.48333,48.400002,2022,12,09,07,0.0,2.9
-4.48333,48.400002,2022,12,09,08,0.0,2.9
-4.48333,48.400002,2022,12,09,09,65.1,2.76
-4.48333,48.400002,2022,12,09,10,77.72,2.55
-4.48333,48.400002,2022,12,09,11,211.46,2.48
-4.48333,48.400002,2022,12,09,12,112.2,2.41
-4.48333,48.400002,2022,12,09,13,57.78,2.14
-4.48333,48.400002,2022,12,09,14,14.1,1.93
-4.48333,48.400002,2022,12,09,15,14.94,1.93
-4.48333,48.400002,2022,12,09,16,0.0,2.21
-4.48333,48.400002,2022,12,09,17,0.0,2.62
-4.48333,48.400002,2022,12,09,18,0.0,2.97
-4.48333,48.400002,2022,12,09,19,0.0,3.17
-4.48333,48.400002,2022,12,09,20,0.0,3.03
-4.48333,48.400002,2022,12,09,21,0.0,2.76
-4.48333,48.400002,2022,12,09,22,0.0,2.48
-4.48333,48.400002,2022,12,09,23,0.0,2.28
