longitude,latitude,year,month,day,hour,PV_power,WS10m
-4.48333,48.400002,2022,07,05,00,0.0,2.9
-4.48333,48.400002,2022,07,05,01,0.0,3.1
-4.48333,48.400002,2022,07,05,02,0.0,3.17
-4.48333,48.400002,2022,07,05,03,0.0,3.03
-4.48333,48.400002,2022,07,05,04,0.0,3.03
-4.48333,48.400002,2022,07,05,05,27.57,3.1
-4.48333,48.400002,2022,07,05,06,169.28,3.1
-4.48333,48.400002,2022,07,05,07,318.73,4.0
-4.48333,48.400002,2022,07,05,08,506.56,4.41
-4.48333,48.400002,2022,07,05,09,550.19,4.69
-4.48333,48.400002,2022,07,05,10,780.69,4.69
-4.48333,48.400002,2022,07,05,11,834.22,4.9
-4.48333,48.400002,2022,07,05,12,886.16,4.62
-4.48333,48.400002,2022,07,05,13,867.85,4.76
-4.48333,48.400002,2022,07,05,14,803.75,4.9
-4.48333,48.400002,2022,07,05,15,711.49,5.03
-4.48333,48.400002,2022,07,05,16,574.93,5.24
-4.48333,48.400002,2022,07,05,17,416.19,5.52
-4.48333,48.400002,2022,07,05,18,204.4,5.31
-4.48333,48.400002,2022,07,05,19,57.59,5.17
-4.48333,48.400002,2022,07,05,20,0.0,4.48
-4.48333,48.400002,2022,07,05,21,0.0,4.41
-4.48333,48.400002,2022,07,05,22,0.0,4.41
-4.48333,48.400002,2022,07,05,23,0.0,4.21
-4.48333,48.400002,2022,07,06,00,0.0,4.0
-4.48333,48.400002,2022,07,06,01,0.0,4.0
-4.48333,48.400002,2022,07,06,02,0.0,3.86
-4.48333,48.400002,2022,07,06,03,0.0,3.38
-4.48333,48.400002,2022,07,06,04,0.0,3.31
-4.48333,48.400002,2022,07,06,05,17.54,3.52
-4.48333,48.400002,2022,07,06,06,87.62,3.31
-4.48333,48.400002,2022,07,06,07,260.09,3.93
-4.48333,48.400002,2022,07,06,08,470.18,4.21
-4.48333,48.400002,2022,07,06,09,610.82,4.55
-4.48333,48.400002,2022,07,06,10,739.17,4.41
-4.48333,48.400002,2022,07,06,11,792.76,4.0
-4.48333,48.400002,2022,07,06,12,768.47,4.9
-4.48333,48.400002,2022,07,06,13,647.2,5.17
-4.48333,48.400002,2022,07,06,14,656.53,4.9
-4.48333,48.400002,2022,07,06,15,562.47,5.24
-4.48333,48.400002,2022,07,06,16,336.72,5.66
-4.48333,48.400002,2022,07,06,17,240.91,5.86
-4.48333,48.400002,2022,07,06,18,198.11,5.45
-4.48333,48.400002,2022,07,06,19,46.6,5.79
-4.48333,48.400002,2022,07,06,20,0.0,5.03
-4.48333,48.400002,2022,07,06,21,0.0,5.1
-4.48333,48.400002,2022,07,06,22,0.0,4.9
-4.48333,48.400002,2022,07,06,23,0.0,4.76
-4.48333,48.400002,2022,07,07,00,0.0,4.9
-4.48333,48.400002,2022,07,07,01,0.0,4.83
-4.48333,48.400002,2022,07,07,02,0.0,4.62
-4.48333,48.400002,2022,07,07,03,0.0,4.55
-4.48333,48.400002,2022,07,07,04,0.0,4.55
-4.48333,48.400002,2022,07,07,05,18.04,4.28
-4.48333,48.400002,2022,07,07,06,144.46,4.14
-4.48333,48.400002,2022,07,07,07,282.67,4.83
-4.48333,48.400002,2022,07,07,08,392.81,4.76
-4.48333,48.400002,2022,07,07,09,282.91,4.76
-4.48333,48.400002,2022,07,07,10,172.04,4.62
-4.48333,48.400002,2022,07,07,11,149.82,4.55
-4.48333,48.400002,2022,07,07,12,149.64,4.69
-4.48333,48.400002,2022,07,07,13,158.26,4.83
-4.48333,48.400002,2022,07,07,14,403.53,4.9
-4.48333,48.400002,2022,07,07,15,440.85,5.03
-4.48333,48.400002,2022,07,07,16,217.97,5.1
-4.48333,48.400002,2022,07,07,17,241.72,5.03
-4.48333,48.400002,2022,07,07,18,232.18,4.9
-4.48333,48.400002,2022,07,07,19,73.11,4.76
-4.48333,48.400002,2022,07,07,20,0.0,4.21
-4.48333,48.400002,2022,07,07,21,0.0,4.07
-4.48333,48.400002,2022,07,07,22,0.0,3.86
-4.48333,48.400002,2022,07,07,23,0.0,3.66
-4.48333,48.400002,2022,07,08,00,0.0,3.52
-4.48333,48.400002,2022,07,08,01,0.0,3.38
-4.48333,48.400002,2022,07,08,02,0.0,3.24
-4.48333,48.400002,2022,07,08,03,0.0,3.03
-4.48333,48.400002,2022,07,08,04,0.0,2.97
-4.48333,48.400002,2022,07,08,05,23.25,2.97
-4.48333,48.400002,2022,07,08,06,160.53,2.97
-4.48333,48.400002,2022,07,08,07,336.9,3.1
-4.48333,48.400002,2022,07,08,08,515.29,3.17
-4.48333,48.400002,2022,07,08,09,666.9,3.03
-4.48333,48.400002,2022,07,08,10,771.37,2.83
-4.48333,48.400002,2022,07,08,11,815.78,2.69
-4.48333,48.400002,2022,07,08,12,844.45,2.69
-4.48333,48.400002,2022,07,08,13,828.82,2.97
-4.48333,48.400002,2022,07,08,14,780.32,3.66
-4.48333,48.400002,2022,07,08,15,688.81,4.55
-4.48333,48.400002,2022,07,08,16,561.92,5.31
-4.48333,48.400002,2022,07,08,17,309.67,5.45
-4.48333,48.400002,2022,07,08,18,227.77,5.1
-4.48333,48.400002,2022,07,08,19,73.32,4.28
-4.48333,48.400002,2022,07,08,20,0.0,3.93
-4.48333,48.400002,2022,07,08,21,0.0,3.72
-4.48333,48.400002,2022,07,08,22,0.0,3.59
-4.48333,48.400002,2022,07,08,23,0.0,3.52
-4.48333,48.400002,2022,07,09,00,0.0,3.45
-4.48333,48.400002,2022,07,09,01,0.0,3.31
-4.48333,48.400002,2022,07,09,02,0.0,3.24
-4.48333,48.400002,2022,07,09,03,0.0,3.31
-4.48333,48.400002,2022,07,09,04,0.0,3.38
-4.48333,48.400002,2022,07,09,05,22.91,3.38
-4.48333,48.400002,2022,07,09,06,158.41,3.38
-4.48333,48.400002,2022,07,09,07,338.39,3.86
-4.48333,48.400002,2022,07,09,08,521.26,3.72
-4.48333,48.400002,2022,07,09,09,670.16,3.59
-4.48333,48.400002,2022,07,09,10,776.63,3.52
-4.48333,48.400002,2022,07,09,11,843.79,3.72
-4.48333,48.400002,2022,07,09,12,867.39,4.28
-4.48333,48.400002,2022,07,09,13,844.43,4.69
-4.48333,48.400002,2022,07,09,14,791.47,5.1
-4.48333,48.400002,2022,07,09,15,697.67,5.31
-4.48333,48.400002,2022,07,09,16,563.25,5.52
-4.48333,48.400002,2022,07,09,17,409.73,5.72
-4.48333,48.400002,2022,07,09,18,231.67,5.59
-4.48333,48.400002,2022,07,09,19,72.22,5.03
-4.48333,48.400002,2022,07,09,20,0.0,5.1
-4.48333,48.400002,2022,07,09,21,0.0,4.9
-4.48333,48.400002,2022,07,09,22,0.0,4.76
-4.48333,48.400002,2022,07,09,23,0.0,4.69
-4.48333,48.400002,2022,07,10,00,0.0,4.48
-4.48333,48.400002,2022,07,10,01,0.0,4.41
-4.48333,48.400002,2022,07,10,02,0.0,4.48
-4.48333,48.400002,2022,07,10,03,0.0,4.41
-4.48333,48.400002,2022,07,10,04,0.0,4.21
-4.48333,48.400002,2022,07,10,05,21.77,4.21
-4.48333,48.400002,2022,07,10,06,160.03,4.07
-4.48333,48.400002,2022,07,10,07,338.29,4.14
-4.48333,48.400002,2022,07,10,08,515.89,4.07
-4.48333,48.400002,2022,07,10,09,651.96,3.52
-4.48333,48.400002,2022,07,10,10,737.14,2.97
-4.48333,48.400002,2022,07,10,11,801.68,2.34
-4.48333,48.400002,2022,07,10,12,807.14,1.52
-4.48333,48.400002,2022,07,10,13,780.69,0.69
-4.48333,48.400002,2022,07,10,14,733.86,0.55
-4.48333,48.400002,2022,07,10,15,658.59,1.24
-4.48333,48.400002,2022,07,10,16,539.82,2.28
-4.48333,48.400002,2022,07,10,17,398.31,3.17
-4.48333,48.400002,2022,07,10,18,223.49,3.86
-4.48333,48.400002,2022,07,10,19,68.83,4.83
-4.48333,48.400002,2022,07,10,20,0.0,5.38
-4.48333,48.400002,2022,07,10,21,0.0,5.24
-4.48333,48.400002,2022,07,10,22,0.0,4.83
-4.48333,48.400002,2022,07,10,23,0.0,4.62
-4.48333,48.400002,2022,07,11,00,0.0,4.41
-4.48333,48.400002,2022,07,11,01,0.0,4.21
-4.48333,48.400002,2022,07,11,02,0.0,4.0
-4.48333,48.400002,2022,07,11,03,0.0,4.0
-4.48333,48.400002,2022,07,11,04,0.0,4.0
-4.48333,48.400002,2022,07,11,05,20.71,3.93
-4.48333,48.400002,2022,07,11,06,155.06,3.86
-4.48333,48.400002,2022,07,11,07,326.98,3.59
-4.48333,48.400002,2022,07,11,08,500.05,3.59
-4.48333,48.400002,2022,07,11,09,633.16,3.03
-4.48333,48.400002,2022,07,11,10,737.18,2.41
-4.48333,48.400002,2022,07,11,11,784.26,1.93
-4.48333,48.400002,2022,07,11,12,792.71,1.03
-4.48333,48.400002,2022,07,11,13,787.24,1.38
-4.48333,48.400002,2022,07,11,14,742.59,2.34
-4.48333,48.400002,2022,07,11,15,660.36,3.17
-4.48333,48.400002,2022,07,11,16,531.0,3.38
-4.48333,48.400002,2022,07,11,17,344.13,3.38
-4.48333,48.400002,2022,07,11,18,163.22,3.59
-4.48333,48.400002,2022,07,11,19,25.31,3.79
-4.48333,48.400002,2022,07,11,20,0.0,3.86
-4.48333,48.400002,2022,07,11,21,0.0,3.86
-4.48333,48.400002,2022,07,11,22,0.0,3.66
-4.48333,48.400002,2022,07,11,23,0.0,3.24
-4.48333,48.400002,2022,07,12,00,0.0,2.97
-4.48333,48.400002,2022,07,12,01,0.0,2.9
-4.48333,48.400002,2022,07,12,02,0.0,2.9
-4.48333,48.400002,2022,07,12,03,0.0,2.55
-4.48333,48.400002,2022,07,12,04,0.0,2.55
-4.48333,48.400002,2022,07,12,05,12.53,2.62
-4.48333,48.400002,2022,07,12,06,149.03,2.14
-4.48333,48.400002,2022,07,12,07,327.76,2.14
-4.48333,48.400002,2022,07,12,08,478.07,1.93
-4.48333,48.400002,2022,07,12,09,608.91,2.07
-4.48333,48.400002,2022,07,12,10,713.71,2.21
-4.48333,48.400002,2022,07,12,11,782.01,2.21
-4.48333,48.400002,2022,07,12,12,808.37,2.14
-4.48333,48.400002,2022,07,12,13,787.24,2.0
-4.48333,48.400002,2022,07,12,14,733.97,1.72
-4.48333,48.400002,2022,07,12,15,652.07,1.93
-4.48333,48.400002,2022,07,12,16,527.07,2.41
-4.48333,48.400002,2022,07,12,17,384.39,2.76
-4.48333,48.400002,2022,07,12,18,211.6,2.9
-4.48333,48.400002,2022,07,12,19,64.37,2.28
-4.48333,48.400002,2022,07,12,20,0.0,2.9
-4.48333,48.400002,2022,07,12,21,0.0,2.83
-4.48333,48.400002,2022,07,12,22,0.0,2.76
-4.48333,48.400002,2022,07,12,23,0.0,2.97
-4.48333,48.400002,2022,07,13,00,0.0,2.62
-4.48333,48.400002,2022,07,13,01,0.0,1.86
-4.48333,48.400002,2022,07,13,02,0.0,1.59
-4.48333,48.400002,2022,07,13,03,0.0,2.34
-4.48333,48.400002,2022,07,13,04,0.0,2.69
-4.48333,48.400002,2022,07,13,05,18.0,2.9
-4.48333,48.400002,2022,07,13,06,149.83,2.9
-4.48333,48.400002,2022,07,13,07,313.64,2.9
-4.48333,48.400002,2022,07,13,08,492.59,2.9
-4.48333,48.400002,2022,07,13,09,614.4,2.76
-4.48333,48.400002,2022,07,13,10,715.35,2.9
-4.48333,48.400002,2022,07,13,11,781.63,3.03
-4.48333,48.400002,2022,07,13,12,806.01,3.66
-4.48333,48.400002,2022,07,13,13,732.0,4.21
-4.48333,48.400002,2022,07,13,14,743.81,4.34
-4.48333,48.400002,2022,07,13,15,500.69,4.21
-4.48333,48.400002,2022,07,13,16,309.21,4.14
-4.48333,48.400002,2022,07,13,17,203.08,4.97
-4.48333,48.400002,2022,07,13,18,181.44,4.69
-4.48333,48.400002,2022,07,13,19,64.07,4.41
-4.48333,48.400002,2022,07,13,20,0.0,4.14
-4.48333,48.400002,2022,07,13,21,0.0,3.72
-4.48333,48.400002,2022,07,13,22,0.0,3.72
-4.48333,48.400002,2022,07,13,23,0.0,4.28
-4.48333,48.400002,2022,07,14,00,0.0,4.83
-4.48333,48.400002,2022,07,14,01,0.0,4.41
-4.48333,48.400002,2022,07,14,02,0.0,4.14
-4.48333,48.400002,2022,07,14,03,0.0,4.55
-4.48333,48.400002,2022,07,14,04,0.0,4.97
-4.48333,48.400002,2022,07,14,05,18.26,5.1
-4.48333,48.400002,2022,07,14,06,142.74,5.1
-4.48333,48.400002,2022,07,14,07,299.89,5.1
-4.48333,48.400002,2022,07,14,08,488.49,5.93
-4.48333,48.400002,2022,07,14,09,643.62,6.28
-4.48333,48.400002,2022,07,14,10,778.03,6.14
-4.48333,48.400002,2022,07,14,11,848.6,6.28
-4.48333,48.400002,2022,07,14,12,863.8,6.14
-4.48333,48.400002,2022,07,14,13,821.35,5.93
-4.48333,48.400002,2022,07,14,14,795.53,5.79
-4.48333,48.400002,2022,07,14,15,699.46,5.86
-4.48333,48.400002,2022,07,14,16,556.1,6.0
-4.48333,48.400002,2022,07,14,17,395.25,5.86
-4.48333,48.400002,2022,07,14,18,216.11,5.59
-4.48333,48.400002,2022,07,14,19,64.59,5.31
-4.48333,48.400002,2022,07,14,20,0.0,4.83
-4.48333,48.400002,2022,07,14,21,0.0,4.76
-4.48333,48.400002,2022,07,14,22,0.0,4.97
-4.48333,48.400002,2022,07,14,23,0.0,5.1
-4.48333,48.400002,2022,07,15,00,0.0,4.9
-4.48333,48.400002,2022,07,15,01,0.0,4.62
-4.48333,48.400002,2022,07,15,02,0.0,4.34
-4.48333,48.400002,2022,07,15,03,0.0,4.07
-4.48333,48.400002,2022,07,15,04,0.0,3.86
-4.48333,48.400002,2022,07,15,05,11.24,3.79
-4.48333,48.400002,2022,07,15,06,127.19,4.14
-4.48333,48.400002,2022,07,15,07,313.51,4.55
-4.48333,48.400002,2022,07,15,08,497.64,4.28
-4.48333,48.400002,2022,07,15,09,640.36,4.34
-4.48333,48.400002,2022,07,15,10,743.0,4.07
-4.48333,48.400002,2022,07,15,11,811.56,3.72
-4.48333,48.400002,2022,07,15,12,825.35,3.66
-4.48333,48.400002,2022,07,15,13,822.07,4.28
-4.48333,48.400002,2022,07,15,14,763.87,4.97
-4.48333,48.400002,2022,07,15,15,667.72,5.17
-4.48333,48.400002,2022,07,15,16,540.36,5.52
-4.48333,48.400002,2022,07,15,17,382.27,6.07
-4.48333,48.400002,2022,07,15,18,205.66,6.14
-4.48333,48.400002,2022,07,15,19,61.66,5.45
-4.48333,48.400002,2022,07,15,20,0.0,4.83
-4.48333,48.400002,2022,07,15,21,0.0,4.69
-4.48333,48.400002,2022,07,15,22,0.0,4.55
-4.48333,48.400002,2022,07,15,23,0.0,4.62
-4.48333,48.400002,2022,07,16,00,0.0,4.83
-4.48333,48.400002,2022,07,16,01,0.0,5.03
-4.48333,48.400002,2022,07,16,02,0.0,4.76
-4.48333,48.400002,2022,07,16,03,0.0,4.28
-4.48333,48.400002,2022,07,16,04,0.0,4.62
-4.48333,48.400002,2022,07,16,05,14.9,5.03
-4.48333,48.400002,2022,07,16,06,116.28,4.97
-4.48333,48.400002,2022,07,16,07,294.33,5.17
-4.48333,48.400002,2022,07,16,08,472.51,4.69
-4.48333,48.400002,2022,07,16,09,595.02,4.21
-4.48333,48.400002,2022,07,16,10,675.85,4.41
-4.48333,48.400002,2022,07,16,11,511.53,3.52
-4.48333,48.400002,2022,07,16,12,503.68,3.17
-4.48333,48.400002,2022,07,16,13,385.39,3.1
-4.48333,48.400002,2022,07,16,14,164.16,3.17
-4.48333,48.400002,2022,07,16,15,287.26,2.62
-4.48333,48.400002,2022,07,16,16,164.08,1.03
-4.48333,48.400002,2022,07,16,17,335.36,2.0
-4.48333,48.400002,2022,07,16,18,164.45,3.59
-4.48333,48.400002,2022,07,16,19,46.64,3.86
-4.48333,48.400002,2022,07,16,20,0.0,4.76
-4.48333,48.400002,2022,07,16,21,0.0,5.38
-4.48333,48.400002,2022,07,16,22,0.0,5.45
-4.48333,48.400002,2022,07,16,23,0.0,5.17
-4.48333,48.400002,2022,07,17,00,0.0,5.03
-4.48333,48.400002,2022,07,17,01,0.0,4.83
-4.48333,48.400002,2022,07,17,02,0.0,4.34
-4.48333,48.400002,2022,07,17,03,0.0,4.0
-4.48333,48.400002,2022,07,17,04,0.0,4.14
-4.48333,48.400002,2022,07,17,05,14.31,4.34
-4.48333,48.400002,2022,07,17,06,122.57,4.48
-4.48333,48.400002,2022,07,17,07,284.69,5.24
-4.48333,48.400002,2022,07,17,08,458.02,5.66
-4.48333,48.400002,2022,07,17,09,602.16,5.17
-4.48333,48.400002,2022,07,17,10,694.7,4.62
-4.48333,48.400002,2022,07,17,11,764.07,4.28
-4.48333,48.400002,2022,07,17,12,781.3,3.86
-4.48333,48.400002,2022,07,17,13,718.95,3.24
-4.48333,48.400002,2022,07,17,14,695.7,2.28
-4.48333,48.400002,2022,07,17,15,598.14,1.38
-4.48333,48.400002,2022,07,17,16,480.55,1.59
-4.48333,48.400002,2022,07,17,17,337.42,1.79
-4.48333,48.400002,2022,07,17,18,177.38,1.79
-4.48333,48.400002,2022,07,17,19,46.21,1.45
-4.48333,48.400002,2022,07,17,20,0.0,2.0
-4.48333,48.400002,2022,07,17,21,0.0,2.48
-4.48333,48.400002,2022,07,17,22,0.0,2.97
-4.48333,48.400002,2022,07,17,23,0.0,3.45
-4.48333,48.400002,2022,07,18,00,0.0,3.86
-4.48333,48.400002,2022,07,18,01,0.0,4.14
-4.48333,48.400002,2022,07,18,02,0.0,4.41
-4.48333,48.400002,2022,07,18,03,0.0,4.69
-4.48333,48.400002,2022,07,18,04,0.0,4.76
-4.48333,48.400002,2022,07,18,05,11.84,4.76
-4.48333,48.400002,2022,07,18,06,118.92,4.76
-4.48333,48.400002,2022,07,18,07,282.15,4.76
-4.48333,48.400002,2022,07,18,08,450.4,4.83
-4.48333,48.400002,2022,07,18,09,582.31,4.83
-4.48333,48.400002,2022,07,18,10,682.44,4.62
-4.48333,48.400002,2022,07,18,11,746.59,4.41
-4.48333,48.400002,2022,07,18,12,771.7,4.55
-4.48333,48.400002,2022,07,18,13,756.24,5.1
-4.48333,48.400002,2022,07,18,14,703.21,5.52
-4.48333,48.400002,2022,07,18,15,607.37,5.93
-4.48333,48.400002,2022,07,18,16,476.95,5.66
-4.48333,48.400002,2022,07,18,17,316.86,4.48
-4.48333,48.400002,2022,07,18,18,176.59,3.24
-4.48333,48.400002,2022,07,18,19,48.09,1.1
-4.48333,48.400002,2022,07,18,20,0.0,1.03
-4.48333,48.400002,2022,07,18,21,0.0,2.07
-4.48333,48.400002,2022,07,18,22,0.0,1.31
-4.48333,48.400002,2022,07,18,23,0.0,1.1
-4.48333,48.400002,2022,07,19,00,0.0,1.52
-4.48333,48.400002,2022,07,19,01,0.0,0.21
-4.48333,48.400002,2022,07,19,02,0.0,2.97
-4.48333,48.400002,2022,07,19,03,0.0,7.38
-4.48333,48.400002,2022,07,19,04,0.0,4.62
-4.48333,48.400002,2022,07,19,05,0.0,4.21
-4.48333,48.400002,2022,07,19,06,126.9,5.38
-4.48333,48.400002,2022,07,19,07,264.92,4.62
-4.48333,48.400002,2022,07,19,08,435.81,3.93
-4.48333,48.400002,2022,07,19,09,266.29,3.72
-4.48333,48.400002,2022,07,19,10,105.09,4.69
-4.48333,48.400002,2022,07,19,11,148.49,5.59
-4.48333,48.400002,2022,07,19,12,266.03,5.59
-4.48333,48.400002,2022,07,19,13,458.18,5.31
-4.48333,48.400002,2022,07,19,14,706.85,5.38
-4.48333,48.400002,2022,07,19,15,640.07,5.72
-4.48333,48.400002,2022,07,19,16,520.84,6.07
-4.48333,48.400002,2022,07,19,17,352.66,6.34
-4.48333,48.400002,2022,07,19,18,167.43,5.59
-4.48333,48.400002,2022,07,19,19,44.39,3.59
-4.48333,48.400002,2022,07,19,20,0.0,3.52
-4.48333,48.400002,2022,07,19,21,0.0,3.38
-4.48333,48.400002,2022,07,19,22,0.0,3.1
-4.48333,48.400002,2022,07,19,23,0.0,2.55
-4.48333,48.400002,2022,07,20,00,0.0,2.21
-4.48333,48.400002,2022,07,20,01,0.0,2.48
-4.48333,48.400002,2022,07,20,02,0.0,2.34
-4.48333,48.400002,2022,07,20,03,0.0,1.93
-4.48333,48.400002,2022,07,20,04,0.0,2.41
-4.48333,48.400002,2022,07,20,05,2.11,3.24
-4.48333,48.400002,2022,07,20,06,59.76,4.34
-4.48333,48.400002,2022,07,20,07,79.17,2.97
-4.48333,48.400002,2022,07,20,08,126.77,3.79
-4.48333,48.400002,2022,07,20,09,94.63,4.69
-4.48333,48.400002,2022,07,20,10,79.99,4.76
-4.48333,48.400002,2022,07,20,11,262.63,4.97
-4.48333,48.400002,2022,07,20,12,386.17,5.03
-4.48333,48.400002,2022,07,20,13,236.39,5.1
-4.48333,48.400002,2022,07,20,14,226.44,5.1
-4.48333,48.400002,2022,07,20,15,179.75,5.31
-4.48333,48.400002,2022,07,20,16,159.46,5.45
-4.48333,48.400002,2022,07,20,17,76.95,5.45
-4.48333,48.400002,2022,07,20,18,119.82,5.52
-4.48333,48.400002,2022,07,20,19,35.98,5.31
-4.48333,48.400002,2022,07,20,20,0.0,4.76
-4.48333,48.400002,2022,07,20,21,0.0,4.28
-4.48333,48.400002,2022,07,20,22,0.0,4.0
-4.48333,48.400002,2022,07,20,23,0.0,3.59
-4.48333,48.400002,2022,07,21,00,0.0,3.03
-4.48333,48.400002,2022,07,21,01,0.0,2.69
-4.48333,48.400002,2022,07,21,02,0.0,2.9
-4.48333,48.400002,2022,07,21,03,0.0,2.83
-4.48333,48.400002,2022,07,21,04,0.0,2.83
-4.48333,48.400002,2022,07,21,05,2.14,2.83
-4.48333,48.400002,2022,07,21,06,77.06,2.62
-4.48333,48.400002,2022,07,21,07,209.7,2.69
-4.48333,48.400002,2022,07,21,08,306.65,3.1
-4.48333,48.400002,2022,07,21,09,481.15,2.83
-4.48333,48.400002,2022,07,21,10,451.16,2.62
-4.48333,48.400002,2022,07,21,11,614.44,2.62
-4.48333,48.400002,2022,07,21,12,769.33,3.03
-4.48333,48.400002,2022,07,21,13,781.38,3.52
-4.48333,48.400002,2022,07,21,14,764.24,3.93
-4.48333,48.400002,2022,07,21,15,668.16,4.21
-4.48333,48.400002,2022,07,21,16,544.2,4.34
-4.48333,48.400002,2022,07,21,17,381.45,4.55
-4.48333,48.400002,2022,07,21,18,197.47,4.9
-4.48333,48.400002,2022,07,21,19,51.94,4.55
-4.48333,48.400002,2022,07,21,20,0.0,4.14
-4.48333,48.400002,2022,07,21,21,0.0,4.0
-4.48333,48.400002,2022,07,21,22,0.0,3.79
-4.48333,48.400002,2022,07,21,23,0.0,3.79
-4.48333,48.400002,2022,07,22,00,0.0,3.79
-4.48333,48.400002,2022,07,22,01,0.0,3.66
-4.48333,48.400002,2022,07,22,02,0.0,3.93
-4.48333,48.400002,2022,07,22,03,0.0,4.21
-4.48333,48.400002,2022,07,22,04,0.0,4.07
-4.48333,48.400002,2022,07,22,05,9.59,3.86
-4.48333,48.400002,2022,07,22,06,129.42,3.93
-4.48333,48.400002,2022,07,22,07,302.72,5.52
-4.48333,48.400002,2022,07,22,08,485.96,5.93
-4.48333,48.400002,2022,07,22,09,633.21,5.93
-4.48333,48.400002,2022,07,22,10,737.93,5.45
-4.48333,48.400002,2022,07,22,11,795.76,5.17
-4.48333,48.400002,2022,07,22,12,842.24,4.9
-4.48333,48.400002,2022,07,22,13,826.59,5.17
-4.48333,48.400002,2022,07,22,14,776.65,5.45
-4.48333,48.400002,2022,07,22,15,691.23,5.79
-4.48333,48.400002,2022,07,22,16,540.64,5.93
-4.48333,48.400002,2022,07,22,17,378.69,5.79
-4.48333,48.400002,2022,07,22,18,200.95,5.45
-4.48333,48.400002,2022,07,22,19,53.02,4.62
-4.48333,48.400002,2022,07,22,20,0.0,4.07
-4.48333,48.400002,2022,07,22,21,0.0,3.59
-4.48333,48.400002,2022,07,22,22,0.0,3.24
-4.48333,48.400002,2022,07,22,23,0.0,2.55
-4.48333,48.400002,2022,07,23,00,0.0,1.86
-4.48333,48.400002,2022,07,23,01,0.0,1.45
-4.48333,48.400002,2022,07,23,02,0.0,1.79
-4.48333,48.400002,2022,07,23,03,0.0,2.21
-4.48333,48.400002,2022,07,23,04,0.0,2.41
-4.48333,48.400002,2022,07,23,05,5.23,2.69
-4.48333,48.400002,2022,07,23,06,94.65,2.83
-4.48333,48.400002,2022,07,23,07,196.66,3.72
-4.48333,48.400002,2022,07,23,08,320.13,3.93
-4.48333,48.400002,2022,07,23,09,549.32,4.07
-4.48333,48.400002,2022,07,23,10,663.9,4.69
-4.48333,48.400002,2022,07,23,11,774.74,5.45
-4.48333,48.400002,2022,07,23,12,695.32,6.0
-4.48333,48.400002,2022,07,23,13,740.44,6.14
-4.48333,48.400002,2022,07,23,14,744.11,6.07
-4.48333,48.400002,2022,07,23,15,560.86,5.93
-4.48333,48.400002,2022,07,23,16,515.28,5.72
-4.48333,48.400002,2022,07,23,17,365.71,5.38
-4.48333,48.400002,2022,07,23,18,193.02,4.97
-4.48333,48.400002,2022,07,23,19,48.04,4.48
-4.48333,48.400002,2022,07,23,20,0.0,3.79
-4.48333,48.400002,2022,07,23,21,0.0,3.66
-4.48333,48.400002,2022,07,23,22,0.0,3.72
-4.48333,48.400002,2022,07,23,23,0.0,3.86
-4.48333,48.400002,2022,07,24,00,0.0,3.86
-4.48333,48.400002,2022,07,24,01,0.0,3.86
-4.48333,48.400002,2022,07,24,02,0.0,3.93
-4.48333,48.400002,2022,07,24,03,0.0,3.93
-4.48333,48.400002,2022,07,24,04,0.0,4.0
-4.48333,48.400002,2022,07,24,05,4.56,4.21
-4.48333,48.400002,2022,07,24,06,84.94,4.41
-4.48333,48.400002,2022,07,24,07,212.26,6.0
-4.48333,48.400002,2022,07,24,08,397.14,6.0
-4.48333,48.400002,2022,07,24,09,568.03,6.07
-4.48333,48.400002,2022,07,24,10,684.74,6.0
-4.48333,48.400002,2022,07,24,11,792.04,6.0
-4.48333,48.400002,2022,07,24,12,759.35,6.14
-4.48333,48.400002,2022,07,24,13,713.79,6.28
-4.48333,48.400002,2022,07,24,14,711.15,5.86
-4.48333,48.400002,2022,07,24,15,658.04,5.66
-4.48333,48.400002,2022,07,24,16,383.26,5.38
-4.48333,48.400002,2022,07,24,17,292.35,5.52
-4.48333,48.400002,2022,07,24,18,83.04,5.66
-4.48333,48.400002,2022,07,24,19,17.94,5.45
-4.48333,48.400002,2022,07,24,20,0.0,5.17
-4.48333,48.400002,2022,07,24,21,0.0,5.03
-4.48333,48.400002,2022,07,24,22,0.0,4.9
-4.48333,48.400002,2022,07,24,23,0.0,5.1
-4.48333,48.400002,2022,07,25,00,0.0,5.38
-4.48333,48.400002,2022,07,25,01,0.0,5.66
-4.48333,48.400002,2022,07,25,02,0.0,5.93
-4.48333,48.400002,2022,07,25,03,0.0,5.93
-4.48333,48.400002,2022,07,25,04,0.0,5.86
-4.48333,48.400002,2022,07,25,05,2.68,5.86
-4.48333,48.400002,2022,07,25,06,46.26,5.93
-4.48333,48.400002,2022,07,25,07,133.19,6.14
-4.48333,48.400002,2022,07,25,08,301.71,6.97
-4.48333,48.400002,2022,07,25,09,354.44,7.66
-4.48333,48.400002,2022,07,25,10,531.15,7.38
-4.48333,48.400002,2022,07,25,11,0.0,7.03
-4.48333,48.400002,2022,07,25,12,663.74,6.83
-4.48333,48.400002,2022,07,25,13,275.11,6.9
-4.48333,48.400002,2022,07,25,14,369.57,6.55
-4.48333,48.400002,2022,07,25,15,183.18,6.41
-4.48333,48.400002,2022,07,25,16,220.07,6.34
-4.48333,48.400002,2022,07,25,17,142.32,6.14
-4.48333,48.400002,2022,07,25,18,41.58,5.66
